Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget Margin,Budget Sales,Budget COGS,Date,Market,State,Area Code,Market Size,Product Type,Product,Type
66,109,174,65,43,20,372,80,100,150,50,2/1/10,Central,Wisconsin,715,Small Market,Herbal Tea,Chamomile,Decaf
43,68,115,47,25,13,772,50,60,100,40,2/1/10,Central,Wisconsin,262,Small Market,Herbal Tea,Lemon,Decaf
48,73,123,50,25,14,814,60,80,130,50,2/1/10,East,Connecticut,475,Small Market,Tea,Darjeeling,Regular
21,39,66,27,18,7,772,40,50,70,20,2/1/10,East,Connecticut,475,Small Market,Tea,Green Tea,Regular
29,75,130,55,46,18,305,40,70,120,50,2/1/10,East,Connecticut,203,Small Market,Espresso,Decaf Espresso,Decaf
3,90,155,65,87,58,513,20,90,150,60,2/1/10,East,Connecticut,860,Small Market,Espresso,Caffe Mocha,Regular
121,195,325,130,74,42,945,130,180,300,120,2/1/10,East,Connecticut,959,Small Market,Coffee,Columbian,Regular
41,107,193,86,66,32,484,50,90,150,60,2/1/10,East,Connecticut,475,Small Market,Herbal Tea,Lemon,Decaf
46,90,165,75,44,23,956,50,70,120,50,2/1/10,East,Connecticut,860,Small Market,Herbal Tea,Mint,Decaf
28,48,80,32,20,8,817,40,50,80,30,2/1/10,East,Florida,786,Major Market,Tea,Darjeeling,Regular
44,68,115,47,24,13,772,60,80,120,40,2/1/10,East,Florida,727,Major Market,Tea,Green Tea,Regular
51,103,180,77,52,25,423,60,100,170,70,2/1/10,East,Florida,407,Major Market,Espresso,Decaf Espresso,Decaf
16,128,220,92,112,83,541,40,130,210,80,2/1/10,East,Florida,305,Major Market,Espresso,Caffe Mocha,Regular
71,120,206,86,49,26,490,70,110,190,80,2/1/10,East,Florida,305,Major Market,Coffee,Decaf Irish Cream,Decaf
63,120,200,80,57,26,640,80,120,190,70,2/1/10,East,Florida,754,Major Market,Coffee,Columbian,Regular
34,62,110,48,28,15,617,30,50,80,30,2/1/10,East,Florida,754,Major Market,Herbal Tea,Chamomile,Decaf
12,65,118,53,53,20,306,20,50,90,40,2/1/10,East,Florida,727,Major Market,Herbal Tea,Lemon,Decaf
42,84,154,70,42,21,957,50,70,120,50,2/1/10,East,Florida,850,Major Market,Herbal Tea,Mint,Decaf
28,48,80,32,20,8,817,40,50,80,30,2/1/10,East,Massachusetts,978,Major Market,Tea,Darjeeling,Regular
17,34,56,22,17,6,452,30,40,60,20,2/1/10,East,Massachusetts,978,Major Market,Tea,Green Tea,Regular
99,170,340,170,71,47,1073,110,170,330,160,2/1/10,East,Massachusetts,508,Major Market,Espresso,Regular Espresso,Regular
-4,74,128,54,78,49,451,10,70,120,50,2/1/10,East,Massachusetts,508,Major Market,Espresso,Caffe Mocha,Regular
340,395,470,75,55,24,235,330,370,440,70,2/1/10,East,Massachusetts,774,Major Market,Coffee,Columbian,Regular
18,73,132,59,55,22,331,30,60,100,40,2/1/10,East,Massachusetts,781,Major Market,Herbal Tea,Lemon,Decaf
11,27,45,18,16,5,818,20,30,40,10,2/1/10,East,New Hampshire,603,Small Market,Tea,Darjeeling,Regular
32,43,43,0,11,0,774,30,40,40,0,2/1/10,East,New Hampshire,603,Small Market,Tea,Green Tea,Regular
-6,38,68,30,44,11,165,0,40,60,20,2/1/10,East,New Hampshire,603,Small Market,Espresso,Regular Espresso,Regular
-7,61,104,43,68,39,256,10,60,100,40,2/1/10,East,New Hampshire,603,Small Market,Espresso,Caffe Mocha,Regular
25,60,101,41,35,13,236,40,60,90,30,2/1/10,East,New Hampshire,603,Small Market,Coffee,Amaretto,Regular
23,69,114,45,46,14,366,30,60,100,40,2/1/10,East,New Hampshire,603,Small Market,Coffee,Columbian,Regular
-4,41,74,33,45,12,193,0,30,50,20,2/1/10,East,New Hampshire,603,Small Market,Herbal Tea,Lemon,Decaf
100,137,232,95,37,26,809,120,150,250,100,2/1/10,East,New York,631,Major Market,Tea,Darjeeling,Regular
105,144,243,99,39,27,766,130,160,260,100,2/1/10,East,New York,518,Major Market,Tea,Earl Grey,Regular
79,112,189,77,33,21,449,90,120,200,80,2/1/10,East,New York,845,Major Market,Tea,Green Tea,Regular
264,352,580,228,88,63,1402,280,350,560,210,2/1/10,East,New York,585,Major Market,Espresso,Regular Espresso,Regular
-203,-60,61,121,143,110,901,-190,-60,50,110,2/1/10,East,New York,585,Major Market,Espresso,Caffe Mocha,Regular
245,387,645,258,142,90,2067,250,370,610,240,2/1/10,East,New York,917,Major Market,Coffee,Columbian,Regular
131,255,495,240,124,91,1454,110,200,380,180,2/1/10,East,New York,518,Major Market,Herbal Tea,Lemon,Decaf
-120,-33,180,213,87,66,1214,-80,-20,140,160,2/1/10,East,New York,607,Major Market,Herbal Tea,Mint,Decaf
65,109,174,65,44,20,372,70,90,140,50,2/1/10,South,Louisiana,504,Small Market,Espresso,Caffe Mocha,Regular
41,81,137,56,40,17,382,50,70,110,40,2/1/10,South,Louisiana,985,Small Market,Espresso,Decaf Espresso,Decaf
35,63,112,49,28,16,617,40,60,100,40,2/1/10,South,Louisiana,337,Small Market,Herbal Tea,Chamomile,Decaf
42,107,193,86,65,32,484,40,100,180,80,2/1/10,South,Louisiana,225,Small Market,Herbal Tea,Lemon,Decaf
2,90,155,65,88,58,342,10,80,130,50,2/1/10,South,Louisiana,318,Small Market,Espresso,Caffe Latte,Regular
34,56,94,38,22,10,772,60,70,110,40,2/1/10,South,Louisiana,337,Small Market,Coffee,Columbian,Regular
44,68,115,47,24,13,772,70,90,140,50,2/1/10,South,Louisiana,504,Small Market,Coffee,Decaf Irish Cream,Decaf
-7,61,104,43,68,39,256,0,50,80,30,2/1/10,South,New Mexico,505,Small Market,Espresso,Caffe Mocha,Regular
8,47,82,35,39,11,191,10,40,70,30,2/1/10,South,New Mexico,505,Small Market,Espresso,Decaf Espresso,Decaf
10,27,45,18,17,5,818,20,30,40,10,2/1/10,South,New Mexico,505,Small Market,Herbal Tea,Chamomile,Decaf
5,35,63,28,30,8,961,20,40,60,20,2/1/10,South,New Mexico,505,Small Market,Herbal Tea,Lemon,Decaf
-7,38,68,30,45,11,104,0,30,50,20,2/1/10,South,New Mexico,505,Small Market,Espresso,Caffe Latte,Regular
24,69,114,45,45,14,366,50,90,140,50,2/1/10,South,New Mexico,505,Small Market,Coffee,Columbian,Regular
-31,18,102,84,49,26,625,-20,20,120,100,2/1/10,South,New Mexico,505,Small Market,Coffee,Decaf Irish Cream,Decaf
70,120,206,86,50,26,300,70,100,170,70,2/1/10,South,Oklahoma,405,Small Market,Espresso,Caffe Latte,Regular
17,34,56,22,17,6,452,30,30,40,10,2/1/10,South,Oklahoma,918,Small Market,Espresso,Caffe Mocha,Regular
63,120,200,80,57,26,640,70,110,170,60,2/1/10,South,Oklahoma,405,Small Market,Espresso,Decaf Espresso,Decaf
11,65,118,53,54,20,306,20,60,110,50,2/1/10,South,Oklahoma,918,Small Market,Herbal Tea,Chamomile,Decaf
15,128,220,92,113,83,541,40,130,210,80,2/1/10,South,Oklahoma,405,Small Market,Herbal Tea,Lemon,Decaf
29,56,100,44,27,14,618,50,70,120,50,2/1/10,South,Oklahoma,918,Small Market,Coffee,Columbian,Regular
29,48,80,32,19,8,817,50,60,100,40,2/1/10,South,Oklahoma,405,Small Market,Coffee,Decaf Irish Cream,Decaf
58,114,189,75,56,24,378,60,100,160,60,2/1/10,South,Texas,512,Major Market,Espresso,Caffe Latte,Regular
106,144,243,99,38,27,766,100,120,200,80,2/1/10,South,Texas,903,Major Market,Espresso,Caffe Mocha,Regular
80,112,189,77,32,21,449,90,100,160,60,2/1/10,South,Texas,956,Major Market,Espresso,Decaf Espresso,Decaf
33,80,140,60,47,19,329,50,80,130,50,2/1/10,South,Texas,214,Major Market,Herbal Tea,Chamomile,Decaf
38,76,128,52,38,16,357,50,80,120,40,2/1/10,South,Texas,432,Major Market,Herbal Tea,Lemon,Decaf
164,252,465,213,88,66,942,240,320,580,260,2/1/10,South,Texas,972,Major Market,Coffee,Columbian,Regular
68,107,190,83,39,27,613,100,130,230,100,2/1/10,South,Texas,432,Major Market,Coffee,Decaf Irish Cream,Decaf
38,61,103,42,23,11,771,30,50,90,40,2/1/10,West,Utah,435,Small Market,Espresso,Caffe Latte,Regular
35,63,112,49,28,16,617,40,60,100,40,2/1/10,West,Utah,801,Small Market,Espresso,Caffe Mocha,Regular
48,73,123,50,25,14,814,50,70,110,40,2/1/10,West,Utah,435,Small Market,Espresso,Decaf Espresso,Decaf
24,60,101,41,36,13,236,30,50,80,30,2/1/10,West,Utah,435,Small Market,Herbal Tea,Chamomile,Decaf
24,69,114,45,45,14,366,40,70,100,30,2/1/10,West,Utah,435,Small Market,Herbal Tea,Lemon,Decaf
-31,18,102,84,49,26,625,-30,10,80,70,2/1/10,West,Utah,435,Small Market,Herbal Tea,Mint,Decaf
-7,61,104,43,68,39,256,10,50,70,20,2/1/10,West,Utah,435,Small Market,Tea,Darjeeling,Regular
9,47,82,35,38,11,191,10,30,50,20,2/1/10,West,Utah,435,Small Market,Tea,Earl Grey,Regular
-6,38,68,30,44,11,165,10,30,40,10,2/1/10,West,Utah,435,Small Market,Tea,Green Tea,Regular
46,90,165,75,44,23,956,70,110,200,90,2/1/10,West,Utah,435,Small Market,Coffee,Amaretto,Regular
30,75,130,55,45,18,305,70,100,160,60,2/1/10,West,Utah,435,Small Market,Coffee,Columbian,Regular
41,107,193,86,66,32,484,80,140,240,100,2/1/10,West,Utah,435,Small Market,Coffee,Decaf Irish Cream,Decaf
142,229,457,228,87,63,1436,150,220,430,210,2/1/10,West,California,831,Major Market,Espresso,Caffe Latte,Regular
26,169,290,121,143,110,712,30,160,270,110,2/1/10,West,California,916,Major Market,Espresso,Caffe Mocha,Regular
202,311,545,234,109,77,1282,200,300,520,220,2/1/10,West,California,951,Major Market,Espresso,Decaf Espresso,Decaf
100,137,232,95,37,26,809,100,120,200,80,2/1/10,West,California,949,Major Market,Herbal Tea,Chamomile,Decaf
164,252,465,213,88,66,942,160,220,400,180,2/1/10,West,California,714,Major Market,Herbal Tea,Lemon,Decaf
68,107,190,83,39,27,613,60,90,160,70,2/1/10,West,California,530,Major Market,Herbal Tea,Mint,Decaf
106,144,243,99,38,27,766,90,100,160,60,2/1/10,West,California,626,Major Market,Tea,Darjeeling,Regular
80,112,189,77,32,21,449,60,70,120,50,2/1/10,West,California,858,Major Market,Tea,Earl Grey,Regular
58,114,189,75,56,24,549,50,80,120,40,2/1/10,West,California,858,Major Market,Tea,Green Tea,Regular
-27,28,132,104,55,33,685,-20,30,160,130,2/1/10,West,California,909,Major Market,Coffee,Amaretto,Regular
245,387,645,258,142,90,2067,360,480,800,320,2/1/10,West,California,415,Major Market,Coffee,Columbian,Regular
-117,-26,122,148,91,48,1071,-110,-30,150,180,2/1/10,West,California,818,Major Market,Coffee,Decaf Irish Cream,Decaf
31,43,43,0,12,0,774,30,40,40,0,2/1/10,West,Nevada,702,Small Market,Espresso,Caffe Latte,Regular
10,27,45,18,17,5,818,20,30,40,10,2/1/10,West,Nevada,775,Small Market,Espresso,Caffe Mocha,Regular
11,28,47,19,17,5,774,20,30,40,10,2/1/10,West,Nevada,775,Small Market,Espresso,Decaf Espresso,Decaf
6,35,63,28,29,8,961,20,40,70,30,2/1/10,West,Nevada,702,Small Market,Coffee,Decaf Irish Cream,Decaf
26,169,290,121,143,110,712,40,150,250,100,2/1/10,West,Nevada,775,Small Market,Herbal Tea,Chamomile,Decaf
115,206,354,148,91,48,844,120,190,310,120,2/1/10,West,Nevada,775,Small Market,Herbal Tea,Lemon,Decaf
94,150,254,104,56,33,596,110,140,220,80,2/1/10,West,Nevada,702,Small Market,Herbal Tea,Mint,Decaf
202,311,545,234,109,77,1282,150,220,370,150,2/1/10,West,Nevada,775,Small Market,Tea,Darjeeling,Regular
142,229,457,228,87,63,1436,100,160,310,150,2/1/10,West,Nevada,702,Small Market,Tea,Earl Grey,Regular
-342,-240,23,240,125,91,1937,-220,-150,0,150,2/1/10,West,Nevada,702,Small Market,Tea,Green Tea,Regular
-5,41,74,33,46,12,193,10,50,90,40,2/1/10,West,Nevada,775,Small Market,Coffee,Columbian,Regular
18,73,132,59,55,22,331,20,70,120,50,2/1/10,West,Oregon,503,Small Market,Espresso,Caffe Latte,Regular
33,80,140,60,47,19,329,50,80,130,50,2/1/10,West,Oregon,541,Small Market,Espresso,Caffe Mocha,Regular
99,170,340,170,71,47,1073,100,160,320,160,2/1/10,West,Oregon,971,Small Market,Espresso,Decaf Espresso,Decaf
38,76,128,52,38,16,357,70,100,160,60,2/1/10,West,Oregon,971,Small Market,Coffee,Decaf Irish Cream,Decaf
28,48,81,33,20,9,772,50,50,70,20,2/1/10,West,Oregon,971,Small Market,Herbal Tea,Chamomile,Decaf
30,56,100,44,26,14,618,30,50,80,30,2/1/10,West,Oregon,541,Small Market,Herbal Tea,Lemon,Decaf
17,34,56,22,17,6,452,20,20,30,10,2/1/10,West,Oregon,541,Small Market,Tea,Darjeeling,Regular
62,120,200,80,58,26,640,50,80,130,50,2/1/10,West,Oregon,971,Small Market,Tea,Earl Grey,Regular
71,120,206,86,49,26,490,60,90,140,50,2/1/10,West,Oregon,503,Small Market,Tea,Green Tea,Regular
-4,75,129,54,79,49,427,40,100,160,60,2/1/10,West,Oregon,971,Small Market,Coffee,Amaretto,Regular
25,90,155,65,65,21,392,50,110,190,80,2/1/10,West,Oregon,503,Small Market,Coffee,Columbian,Regular
35,62,110,48,27,15,617,40,60,100,40,2/1/10,West,Washington,360,Small Market,Espresso,Caffe Latte,Regular
12,65,118,53,53,20,306,20,60,110,50,2/1/10,West,Washington,253,Small Market,Espresso,Caffe Mocha,Regular
41,84,154,70,43,21,957,60,80,140,60,2/1/10,West,Washington,509,Small Market,Espresso,Decaf Espresso,Decaf
15,128,220,92,113,83,541,60,160,270,110,2/1/10,West,Washington,206,Small Market,Coffee,Decaf Irish Cream,Decaf
121,195,325,130,74,42,945,120,170,280,110,2/1/10,West,Washington,206,Small Market,Herbal Tea,Chamomile,Decaf
34,56,94,38,22,10,772,50,50,80,30,2/1/10,West,Washington,509,Small Market,Herbal Tea,Lemon,Decaf
66,109,174,65,43,20,372,40,70,110,40,2/1/10,West,Washington,360,Small Market,Tea,Darjeeling,Regular
41,81,137,56,40,17,382,40,60,90,30,2/1/10,West,Washington,206,Small Market,Tea,Earl Grey,Regular
3,90,155,65,87,58,513,10,60,100,40,2/1/10,West,Washington,253,Small Market,Tea,Green Tea,Regular
44,84,142,58,40,18,331,70,100,170,70,2/1/10,West,Washington,509,Small Market,Coffee,Columbian,Regular
90,126,213,87,36,24,756,100,130,220,90,3/1/10,Central,Colorado,720,Major Market,Coffee,Amaretto,Regular
69,109,193,84,40,27,603,90,120,200,80,3/1/10,Central,Colorado,970,Major Market,Coffee,Columbian,Regular
101,139,234,95,38,26,799,110,140,240,100,3/1/10,Central,Colorado,720,Major Market,Coffee,Decaf Irish Cream,Decaf
29,55,98,43,26,14,613,30,50,80,30,3/1/10,Central,Colorado,720,Major Market,Tea,Green Tea,Regular
84,117,198,81,33,22,441,110,140,230,90,3/1/10,Central,Colorado,719,Major Market,Espresso,Caffe Mocha,Regular
54,108,180,72,54,23,541,80,130,210,80,3/1/10,Central,Colorado,970,Major Market,Espresso,Decaf Espresso,Decaf
94,163,325,162,69,45,1059,100,150,280,130,3/1/10,Central,Colorado,719,Major Market,Herbal Tea,Chamomile,Decaf
-4,73,125,52,77,47,421,20,70,110,40,3/1/10,Central,Colorado,970,Major Market,Herbal Tea,Lemon,Decaf
31,77,134,57,46,18,323,40,70,110,40,3/1/10,Central,Colorado,720,Major Market,Herbal Tea,Mint,Decaf
16,71,129,58,55,22,325,20,70,110,40,3/1/10,Central,Colorado,970,Major Market,Tea,Darjeeling,Regular
32,73,135,62,41,19,952,30,60,110,50,3/1/10,Central,Colorado,303,Major Market,Tea,Earl Grey,Regular
119,213,367,154,94,50,829,140,220,380,160,3/1/10,Central,Illinois,217,Major Market,Coffee,Columbian,Regular
102,158,267,109,56,34,585,120,170,280,110,3/1/10,Central,Illinois,630,Major Market,Coffee,Decaf Irish Cream,Decaf
211,324,567,243,113,80,1260,260,380,660,280,3/1/10,Central,Illinois,312,Major Market,Espresso,Caffe Mocha,Regular
148,239,478,239,91,66,1417,200,290,560,270,3/1/10,Central,Illinois,773,Major Market,Espresso,Decaf Espresso,Decaf
91,126,213,87,35,24,756,90,110,180,70,3/1/10,Central,Illinois,224,Major Market,Herbal Tea,Chamomile,Decaf
70,109,193,84,39,27,603,60,90,160,70,3/1/10,Central,Illinois,630,Major Market,Herbal Tea,Lemon,Decaf
102,139,234,95,37,26,799,100,120,200,80,3/1/10,Central,Illinois,773,Major Market,Herbal Tea,Mint,Decaf
84,117,198,81,33,22,441,80,110,170,60,3/1/10,Central,Illinois,815,Major Market,Tea,Darjeeling,Regular
53,108,180,72,55,23,541,40,90,150,60,3/1/10,Central,Illinois,773,Major Market,Tea,Earl Grey,Regular
10,27,45,18,17,5,816,20,30,40,10,3/1/10,Central,Iowa,712,Small Market,Coffee,Amaretto,Regular
6,35,63,28,29,8,958,20,40,60,20,3/1/10,Central,Iowa,641,Small Market,Coffee,Columbian,Regular
12,31,54,23,19,7,617,20,30,50,20,3/1/10,Central,Iowa,563,Small Market,Coffee,Decaf Irish Cream,Decaf
9,25,41,16,16,4,772,20,30,40,10,3/1/10,Central,Iowa,712,Small Market,Espresso,Caffe Mocha,Regular
32,43,43,0,11,0,731,40,50,50,0,3/1/10,Central,Iowa,563,Small Market,Espresso,Decaf Espresso,Decaf
212,324,567,243,112,80,1260,210,290,490,200,3/1/10,Central,Iowa,641,Small Market,Herbal Tea,Chamomile,Decaf
102,158,267,109,56,34,585,110,140,230,90,3/1/10,Central,Iowa,319,Small Market,Herbal Tea,Lemon,Decaf
148,239,478,239,91,66,1417,140,220,420,200,3/1/10,Central,Iowa,515,Small Market,Tea,Darjeeling,Regular
175,301,546,245,126,93,1369,160,270,480,210,3/1/10,Central,Iowa,515,Small Market,Tea,Earl Grey,Regular
39,104,189,85,65,32,476,40,100,190,90,3/1/10,Central,Missouri,573,Small Market,Coffee,Columbian,Regular
45,89,163,74,44,22,949,60,100,170,70,3/1/10,Central,Missouri,573,Small Market,Coffee,Decaf Irish Cream,Decaf
-4,42,75,33,46,12,190,0,40,60,20,3/1/10,Central,Missouri,573,Small Market,Tea,Green Tea,Regular
47,72,121,49,25,13,809,70,90,140,50,3/1/10,Central,Missouri,573,Small Market,Espresso,Caffe Mocha,Regular
45,70,118,48,25,13,766,60,80,130,50,3/1/10,Central,Missouri,660,Small Market,Espresso,Decaf Espresso,Decaf
-6,63,107,44,69,40,251,10,60,90,30,3/1/10,Central,Missouri,816,Small Market,Herbal Tea,Chamomile,Decaf
-32,18,106,88,50,27,715,-10,20,90,70,3/1/10,Central,Missouri,636,Small Market,Herbal Tea,Lemon,Decaf
11,49,85,36,38,11,187,10,40,70,30,3/1/10,Central,Missouri,417,Small Market,Tea,Darjeeling,Regular
-3,42,75,33,45,12,162,0,40,60,20,3/1/10,Central,Missouri,417,Small Market,Tea,Earl Grey,Regular
32,77,134,57,45,18,323,50,80,140,60,3/1/10,Central,Ohio,937,Major Market,Coffee,Amaretto,Regular
35,72,121,49,37,15,351,40,70,120,50,3/1/10,Central,Ohio,740,Major Market,Coffee,Columbian,Regular
-4,73,125,52,77,47,421,20,80,130,50,3/1/10,Central,Ohio,513,Major Market,Coffee,Decaf Irish Cream,Decaf
68,126,210,84,58,27,632,60,110,180,70,3/1/10,Central,Ohio,513,Major Market,Tea,Darjeeling,Regular
74,125,214,89,51,27,481,70,110,180,70,3/1/10,Central,Ohio,513,Major Market,Tea,Earl Grey,Regular
15,71,129,58,56,22,325,40,90,150,60,3/1/10,Central,Ohio,234,Major Market,Espresso,Decaf Espresso,Decaf
94,163,325,162,69,45,1059,130,200,380,180,3/1/10,Central,Ohio,513,Major Market,Espresso,Caffe Mocha,Regular
15,32,53,21,17,5,449,30,30,40,10,3/1/10,Central,Ohio,234,Major Market,Herbal Tea,Chamomile,Decaf
28,47,79,32,19,8,813,40,40,60,20,3/1/10,Central,Ohio,740,Major Market,Herbal Tea,Lemon,Decaf
13,66,120,54,53,20,301,30,70,120,50,3/1/10,Central,Wisconsin,262,Small Market,Coffee,Amaretto,Regular
17,132,227,95,115,86,532,30,130,230,100,3/1/10,Central,Wisconsin,262,Small Market,Coffee,Columbian,Regular
55,108,188,80,53,26,415,70,110,190,80,3/1/10,Central,Wisconsin,414,Small Market,Coffee,Decaf Irish Cream,Decaf
38,77,129,52,39,16,376,40,70,110,40,3/1/10,Central,Wisconsin,414,Small Market,Tea,Darjeeling,Regular
1,87,150,63,86,57,506,10,80,130,50,3/1/10,Central,Wisconsin,920,Small Market,Tea,Earl Grey,Regular
34,63,112,49,29,16,611,60,80,130,50,3/1/10,Central,Wisconsin,715,Small Market,Espresso,Decaf Espresso,Decaf
41,84,155,71,43,22,950,60,100,180,80,3/1/10,Central,Wisconsin,715,Small Market,Espresso,Caffe Mocha,Regular
63,105,167,62,42,19,346,70,90,140,50,3/1/10,Central,Wisconsin,262,Small Market,Herbal Tea,Chamomile,Decaf
47,72,121,49,25,13,767,50,60,100,40,3/1/10,Central,Wisconsin,715,Small Market,Herbal Tea,Lemon,Decaf
47,72,121,49,25,13,809,60,80,130,50,3/1/10,East,Connecticut,959,Small Market,Tea,Darjeeling,Regular
18,37,62,25,19,7,769,30,40,60,20,3/1/10,East,Connecticut,860,Small Market,Tea,Green Tea,Regular
26,71,124,53,45,17,299,40,70,120,50,3/1/10,East,Connecticut,860,Small Market,Espresso,Decaf Espresso,Decaf
0,87,150,63,87,57,506,10,80,140,60,3/1/10,East,Connecticut,860,Small Market,Espresso,Caffe Mocha,Regular
114,186,309,123,72,40,932,130,180,290,110,3/1/10,East,Connecticut,475,Small Market,Coffee,Columbian,Regular
39,104,189,85,65,32,476,40,80,140,60,3/1/10,East,Connecticut,203,Small Market,Herbal Tea,Lemon,Decaf
46,89,163,74,43,22,949,50,70,120,50,3/1/10,East,Connecticut,203,Small Market,Herbal Tea,Mint,Decaf
27,48,81,33,21,9,813,40,50,80,30,3/1/10,East,Florida,863,Major Market,Tea,Darjeeling,Regular
47,72,121,49,25,13,767,60,80,130,50,3/1/10,East,Florida,813,Major Market,Tea,Green Tea,Regular
54,108,188,80,54,26,415,70,110,180,70,3/1/10,East,Florida,941,Major Market,Espresso,Decaf Espresso,Decaf
17,132,227,95,115,86,532,30,130,220,90,3/1/10,East,Florida,941,Major Market,Espresso,Caffe Mocha,Regular
74,125,214,89,51,27,481,80,120,200,80,3/1/10,East,Florida,321,Major Market,Coffee,Decaf Irish Cream,Decaf
67,126,210,84,59,27,632,70,110,190,80,3/1/10,East,Florida,561,Major Market,Coffee,Columbian,Regular
35,63,112,49,28,16,611,30,50,80,30,3/1/10,East,Florida,863,Major Market,Herbal Tea,Chamomile,Decaf
12,66,120,54,54,20,301,20,50,90,40,3/1/10,East,Florida,772,Major Market,Herbal Tea,Lemon,Decaf
40,84,155,71,44,22,950,50,70,120,50,3/1/10,East,Florida,813,Major Market,Herbal Tea,Mint,Decaf
28,47,79,32,19,8,813,40,50,80,30,3/1/10,East,Massachusetts,978,Major Market,Tea,Darjeeling,Regular
15,32,53,21,17,5,449,20,30,50,20,3/1/10,East,Massachusetts,857,Major Market,Tea,Green Tea,Regular
94,163,325,162,69,45,1059,100,160,310,150,3/1/10,East,Massachusetts,508,Major Market,Espresso,Regular Espresso,Regular
-4,73,125,52,77,47,446,20,80,120,40,3/1/10,East,Massachusetts,508,Major Market,Espresso,Caffe Mocha,Regular
366,420,492,72,54,23,-54,360,400,460,60,3/1/10,East,Massachusetts,978,Major Market,Coffee,Columbian,Regular
